ID,Nr_NHP,Included_alignment,ID_DEPAVE,ID_SINAN,ID_Sigh,ID_Sigh_virology,ID_Pool_Mosquitoes,LOCATION,ZONE_PEAL,ADDRESS,Location,Latitude,Longitude,Time,Date_death,Date_of_identification_or_collection,Date_notification,Stage_decomposition,FINAL_YFV_Result,IHQ_YFV_Result,PCR_YFV_Result,RT_PCR_Ct,Collection,Transport_institute,Collected_by,Popular_name,Species,Number_individuals,Sex,Age_class,Photo_record,Height,Technique,Notes,Notes_2,Necropsy_material_collection_by,Cause_of_death,TCE,Main_pathological_alterations,IHQ_Report,PCR_Report,Rabies_Report,Final_Report,STATUS,MULTIPLEX_PCR_SEQUENCING,MULTIPLEX_PCR_BARCODE_NUMBER,MULTIPLEX_PCR_LIBRARY_NAME,MULTIPLEX_PCR_Nb of reads mapped,Average depth coverage,MULTIPLEX_PCR_Bases covered >10x,MULTIPLEX_PCR_Bases covered >25x,MULTIPLEX_PCR_Reference covered (%),SMART_9N_SEQUENCING,Lab_number,Qubit ,SMART_9N_BARCODE_NUMBER,SMART_9N_LIBRARY_NAME,SMART_9N_Nb of reads ,N50,SMART_9N_Nb of reads mapped,SMART_9N_% of reads mapped,SMART_9N_Average depth coverage,Identity,SMART_9N_Bases covered >10x,SMART_9N_Bases covered >20x,SMART_9N_Reference covered_10 (%),SMART_9N_Reference covered_20 (%),KRAKEN2_DISCOVERY,Reference_genome
66,2869,,74786,5734952,,,,Norte,Vila Amália,"P.E. Albert Lofgren/ Horto Florestal - Rua do Horto, 931 - Horto Florestal - CEP: 02377-000 - São Paulo - SP",Polo,"-23,4598158","-46,6361394",15:02,3/1/2018,04/01/2018 ou 05/01/2018,05/01/2018,Íntegro (vivo_0 a 2 dias),POSITIVO,Não tem ou Positivo,Não tem ou Positivo,,Não,Não,Paulo/ Marcio,Bugio-ruivo,Alouatta guariba clamitans,N/A,Não Informado,Não Informado,Não,N/A,N/A,Estágio Avançado. Cheiro Forte Carniça. Enterrado!,,NÃO,"Infecciosa, agente viral, febre amarela",,NÃO,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,74787,5734952,,,,Norte,Vila Amália,"P.E. Albert Lofgren/ Horto Florestal - Rua do Horto, 931 - Horto Florestal - CEP: 02377-000 - São Paulo - SP",Polo,"-23,4598158","-46,6361394",15:14,03/01/2018,05/01/2018,05/01/2018,Íntegro (vivo_0 a 2 dias),POSITIVO,Não tem ou Positivo,Não tem ou Positivo,,Não,Não,Paulo/Marcio,Bugio-ruivo,Alouatta guariba clamitans,N/A,Não Informado,Não Informado,Não,N/A,N/A,Estágio Avançado. Cheiro Forte Carniça. Enterrado!,,NÃO,"Infecciosa, agente viral, febre amarela",,NÃO,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,74815,5734954,,,,Norte,Sede-IF,"P.E. Albert Lofgren/ Horto Florestal - Rua do Horto, 931 - Horto Florestal - CEP: 02377-000 - São Paulo - SP",Roberto Carlos,"-23,4598158","-46,6361394",14:47,31/12/2017,05/01/2018,06/01/2018,Avançado,NÃO DETERMINADO,Não tem,Não tem,,Não,Não,Paulo/Marcio,Bugio-ruivo,Alouatta guariba clamitans,N/A,Não Informado,Não Informado,Sim,N/A,N/A,Estágio Avançado. Cheiro Forte Carniça. Enterrado!,,NÃO,NÃO,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,NÃO,NÃO,,,,,Sede-IF,,Roberto Carlos,#N/A,#N/A,10:20,31/12/2017,05/01/2018,05/01/2018,Avançado,NÃO DETERMINADO,Não Tem,Não Tem,,Não,Não,Luis Filipe,,Alouatta guariba clamitans,N/A,Não Informado,Não Informado,Não,N/A,N/A,Estágio Avançado. Cheiro Forte Carniça. Não deu Coleta!,,NÃO,NÃO,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,72262,5732719,,,,Norte,NA,"Avenida Tenente Julio Prado Neves, s/n - Tremembé - CEP: 02370-000 - São Paulo - SP",,"-23,4635875","-46,6220633",,desconhecida,10/10/2017,10/10/2017,,NEGATIVO,Negativo,Negativo (fígado),,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Traumatismo, suspeita",-,"Autólise, fratura exposta em MTD, laceração em pele, ruptura gástrica, conteúdo abdominal livre em cavidade",sim,sim,não enviado - ok,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,72621,5732727,,,,Mairipora,NA,"Alameda dos Cardeais, 295 - Condominio Alpes da Cantareira - CEP: 07600-000 - Mairiporã - SP",,"-23,4172743","-46,6539609",,20/10/17,21/10/2017,21/10/2017,,NEGATIVO,Negativo,Negativo (fígado),,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Alice S. de Oliveira,"Traumatismo, predação",-,"Lesões perfurantes, fratura de costela",sim,sim,(não recebido?),sim,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,71769,5732728,,,,Norte,NA,"Rua do Horto, 931 - Horto Florestal - CEP: 023770-000 - São Paulo - SP - CONFIRMAR",,"-23,4581103","-46,6342609",,22/10/2017,26/09/2017,23/10/2017,,NEGATIVO,Negativo,Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,CEP para o endereco 02377-010,,M.V. Alice S. de Oliveira,Eutanásia,-,Ausência de alterações,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,72729,5732734,,,,Norte,NA,"Estrada do Barrocada, 2700 - Sítio Barrocada - CEP: 02282-000 - São Paulo - SP",,"-23,4051282","-46,5756682",,desconhecida,26/10/2017,26/10/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"acha so Estrada do Barrocada,  Sítio Barrocada (sem o numero) e CEP da para um lugar diferente e nao acha o cep original",,M.V. Thaís Sanches,"Traumatismo, indeterminado",-,"Fratura de vértebras coccígeas em região de base de cauda com laceração em tecido cutâneo e muscular, associado a miíase",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,72781,5732737,,,,Mairipora,NA,"Estrada Santa Inês, km 15 - CEP: 07600-000 - Mairiporã - SP",,"-23,4189989","-46,6655516",,28/10/2017,29/10/2017,29/10/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha pelo km, cep diferente",,M.V. Marcello Schiavo Nardi,Inconclusiva,-,"Hematoma em região torácica, baço com bordos irregulares, encéfalo congesto",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,73140,4304004,,,,Norte,NA,"Avenida Nova Cantareira, 5771 - Vila Albertina - CEP: 02340-002 - São Paulo - SP",,"-23,4508046","-46,6164128",,10/11/2017,10/11/2017,10/11/2017,,NEGATIVO,Negativo,Negativo (fígado),,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Av. Nova Cantareira, 5771 - Tucuruvi, São Paulo - SP, 02341-002,",,M.V. Luciana Martins Rodrigues Guerra,"Traumatismo, acidental, eletrocussão",-,"Lesões superficiais por queimadura, hemorragia pulmonar, esplenomegalia, palidez de coração e fígado, congestão de vasos intestinais e encéfalo.",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,73237,4304010,,,,Mairipora,NA,"Estrada da Roseira, s/n - Condominio Parque Imperial - CEP: 07600-000 - Mairiporã - SP",,"-23,3663779","-46,6125439",,14/11/2017,14/11/2017,14/11/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Estr. da Roseira - Mairiporã, SP, 07600-000, Brasil. nao acha o condominio",,M.V. Thaís Sanches,"Eutanásia, eletrocussão",-,"Lesões necrosantes e lacerativas em MTs, região abdominal e cauda, nefropatia",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2505,Yes,73275,4304011,2191032F,,,Mairipora,NA,"Estrada Santa Inês, altura do no. 3000 (km 34) - CEP: 07600-000 - Mairiporã - SP",,"-23,4189989","-46,6655516",,16/11/2017,16/11/2017,16/11/2017,Íntegro (vivo_0 a 2 dias),POSITIVO,Positivo,Positivo,"7,00",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha pelo km, cep diferente",,M.V. Marcello Schiavo Nardi,"Infecciosa, viral, febre amarela",-,"Icterícia, hepatite",sim,sim,sim,sim,Sequenced,Sequenced,BC11,YFV_Lib02Rep_20220516,192519,4509.62,10223,9846,83.0832,Sequenced,24,"26,6",BC01,YFV_metagenomics_1,136409,493,48114,35.27,"1,522.87",94.8,10850,10850,99.908,99.908,-,JF912190.1
78,,,73276,4304011,,,,Mairipora,NA,"Estrada Santa Inês, altura do no. 3000 (km 34) - CEP: 07600-000 - Mairiporã - SP",,"-23,4189989","-46,6655516",,16/11/2017,16/11/2017,16/11/2017,,POSITIVO,Negativo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha pelo km, cep diferente",,M.V. Eric Thal Brambila C. da Silva,Eutanásia,-,Ausência de alterações. Febre amarela.,sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,73383,4304016,,,,Norte,NA,"Rua Cântarus, 73 - Tremembé - CEP: 02289-000 - São Paulo - SP",,"-23,4183528","-46,5822123",,20/11/2017,20/11/2017,20/11/2017,,NEGATIVO,Amostra inadequada- sem amostra figado,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,pelo CEP da diferente,,M.V. Thaís Sanches,Eutanásia,-,"Líquido em cavidade abdominal, áreas de coloraçãpo vermelho-enegrecida no pulmão, secreção espumosa em traqueia",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,73490,4304018,,,,Norte,NA,"Estrada Clementina Cardoso da Silva, s/n - Sítio Botuquara - CEP: 02988-000 - São Paulo - SP",,"-23,4224643","-46,7211147",,desconhecida,22/11/2017,23/11/2017,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,NÃO HÁ,NÃO DETERMINADA,-,-,não enviado - ok,não enviado - ok,não enviado - ok,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,73553,4304020,,,,Mairipora,NA,"Estrada da Roseira, 780 - São Luiz - CEP: 07600-000 - Mairiporã - SP",,"-23,3668848","-46,6136934",,desconhecida,25/11/2017,26/11/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia e pneumonia",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,73635,4304024,,,,Mairipora,NA,"Estrada da Roseira, altura 8000 - CEP: 07600-000 - Mairiporã - SP",,"-23,3663779","-46,6125439",,28/11/2017,28/11/2017,28/11/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acho pela altura, Estr. da Roseira - Mairiporã, SP, 07600-000, Brasil",,M.V. Thaís Sanches,"Eutanásia, febre amarela",-,"Sangue em cavidade oral, fógado vinhoso com áreas amareladas entremeadas",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,73641,4304025,,,,Norte,NA,"Rua Kotinda, 1781 - Jardim Corizo - CEP: 02365-010 - São Paulo - SP",,"-23,4238981","-46,5811609",,desconhecida,28/11/2017,28/11/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"R. Kotinda, 1781 - Furnas, São Paulo - SP, 02366-265",,M.V. Thaís Sanches,Indeterminada por autólise,-,Todos os órgãos friáveis - autólise,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,73650,4304026,,,,Norte,NA,"Rua Capitão José Aguirre Camargo, 400 - Tremembé - CEP: 02357-120 - São Paulo - SP",,"-23,4445678","-46,6101336",,28/11/2017,28/11/2017,28/11/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha o cep R. Cap. José Aguirre Camargo, 400 - Tremembé, São Paulo",,M.V. Thaís Sanches,"Eutanásia, traumatismo, predação",-,"Hemorragia e edema pulmonar, hemorragia renal, hematomas em musculatura de região torácica e lombar",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,73671,4304027,,,,Mairipora,NA,"Estrada Abílio Barbosa Prado, 60 - Parque Petrópolis - CEP: 07600-000 - Mairiporã - SP",,"-23,3662185","-46,592896",,29/11/2017,29/11/2017,29/11/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha pelo numero, Estr. Abílio Barbosa Do Prado - Mairiporã, SP, 07600-000, Brasil",,M.V. Thaís Sanches,Eutanásia,-,"Congestão discreta de encéfalo, áreas avermelhadas em lobos pulmonares, palidez em região medular renal",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,73672,4304027,,,,Mairipora,NA,"Estrada Abílio Barbosa Prado, 60 - Parque Petrópolis - CEP: 07600-000 - Mairiporã - SP",,"-23,3662185","-46,592896",,29/11/2017,29/11/2017,29/11/2017,,NEGATIVO,Negativo,Negativo (fígado),,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"nao acha pelo numero, Estr. Abílio Barbosa Do Prado - Mairiporã, SP, 07600-000, Brasil",,M.V. Thaís Sanches,Eutanásia,-,Ausência de alterações,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2457,,73781,4304032,2192752K,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,03/12/2017,03/12/2017,,POSITIVO,Positivo,Positivo,"9,48",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, agente viral, febre amarela",-,"Efusão ascítica, efusão pericárdica, lesões pumonares, hepatopatia",sim,sim,sim,sim,Sequenced,Sequenced,BC01,YFV_Lib02Rep_20220516,119279,2816.48,10224,10025,86.2602,Sequenced,14,"50,8",BC14,YFV_metagenomics_2,"347,015",512,"120,679",34.776,"4,756.52",95.6,10847,10847,99.889,99.889,-,JF912190.1
88,2508,,73809,4304033,2193123E,,,Norte,NA,"P.E. Cantareira - Rua do Horto, 1799 - Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,05/12/2017,05/12/2017,,POSITIVO,Positivo,Positivo,10,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatiopatia, nefropatia, hepatização pulmonar",sim,sim,sim,sim,Sequenced,Sequenced,BC01,YFV_horto,14587,677.537,10221,9804,80.0995,Sequenced,1,"43,6",BC01,YFV_metagenomics_2,"251,799",477,"34,505",13.703,"1,473.47",95.4,10849,10847,99.908,99.889,-,JF912190.1
89,2510,,73810,4304034,2193127A,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,05/12/2017,05/12/2017,,POSITIVO,Inadequado,Positivo,11,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, áreas avermelhadas em lobos pulmonares, efusão abdominal",sim,sim,sim,sim,Sequenced,Sequenced,BC02,YFV_horto,42083,1737,10232,10231,86.5089,Sequenced,2,44,BC02,YFV_metagenomics_2,"454,728",509,"82,792",18.207,"3,227.89",95.4,10847,10847,99.889,99.889,-,JF912190.1
90,,,73816,4304036,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,05/12/2017,05/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, Febre amarela",-,"Hepatopatia, nefropatia, congestão pulmonar",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,73820,4304037,,,,Norte,NA,"R. Mateus García, 2000 - Vila Irmaos Arnoni - CEP: 02374-000 - São Paulo - SP",,"-23,4545195","-46,6235704",,desconhecida,05/12/2017,05/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Luciana Martins Rodrigues Guerra,"Infecciosa, agente viral, Febre amarela",-,"Palidez generalizada, hemoperitônio, hepatopatia e esplenomegalia",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,73821,4304037,,,,Norte,NA,"R. Mateus García, 2000 - Vila Irmaos Arnoni - CEP: 02374-000 - São Paulo - SP",,"-23,4545195","-46,6235704",,05/12/2017,05/12/2017,05/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Eutanásia, infecciosa, febre amarela",X,"Palidez hepática, coágulo sanguíneo livre em calota craniana, cerebelo intensamente congesto, encéfalo congesto",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2513,,73840,4304038,2193456C,,,Norte,NA,"Avenida Coronel Sezefredo Fagundes, 14227 - Jardim das Pedras - CEP: 02368-000 - São Paulo - SP",,"-23,4161991","-46,5845585",,05/12/2017,05/12/2017,05/12/2017,,POSITIVO,Positivo,Positivo,10,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP errado Av. Cel. Sezefredo Fagundes, 14227 - Jardim das Pedras, São Paulo - SP, 02367-075, Brasil",,M.V. Alice S. de Olveira,"Infecciosa, agente viral, Febre amarela",-,"Congestão e edema pulmonar, miocárdio pálido, com coágulos, palidez hepática e renal, com áreas amareladas",sim,sim,sim,sim,Sequenced,Sequenced,BC03,YFV_horto,5822,269.839,10039,8449,69.4355,Sequenced,3,"57,8",BC03,YFV_metagenomics_2,"239,597",524,"47,888",19.987,"2,019.08",95.5,10849,10849,99.908,99.908,-,JF912190.1
94,2701,,73888,4304039,,,,Norte,NA,"Rua Manoel Moraes Pontes, 649 - Vila Albertina - CEP: 02373-000 - São Paulo - SP",,"-23,4520161","-46,6192767",,desconhecida,07/12/2017,07/12/2017,,POSITIVO,Negativo,Positivo,missing,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Traumatismo, eletrocussão - suspeita",-,Pelame chamuscado,sim,sim,sim,sim,Sequenced,Sequenced,BC08,YFV_horto,140742,3184.05,8800,8789,70.3288,Sequenced,8,"34,2",BC08,YFV_metagenomics_2,"484,365",529,"7,601",1.569,308.576,95.4,10846,10846,99.880,99.880,-,JF912190.1
95,,,73889,4304040,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,07/12/2017,07/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Autólise avançada,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,73941,4304042,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,08/12/2017,08/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, viral, febre amarela",-,"Hepatopatia, múltiplas fissuras hepáticas, coágulos e líquido sanguinolento livres em cavidade abdominal, efusão pericárdica, palidez renal",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2691,,73942,4304042,2194005H,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,08/12/2017,08/12/2017,,POSITIVO,Positivo,Positivo,"11,28",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Traumatismo, febre amarela",X,"Coágulos livres em cavidade abdominal, aderidos em superfície hepática e em cavidade torácica, fratura de calota craniana, hematomas em musculatura de região torácica, hepato e nefropatia",sim,sim,sim,sim,Sequenced,Sequenced,BC09,YFV_Lib02Rep_20220516,82444,2628.97,10052,9954,83.562,Sequenced,22,40,BC22,YFV_metagenomics_2,"484,434",530,"88,869",18.345,"3,396.72",95.4,10849,10849,99.908,99.908,-,JF912190.1
98,,,73943,4304042,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,08/12/2017,08/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Marcello Schiavo Nardi,"Infecciosa, viral, febre amarela",-,Hepatopatia,sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,73944,4304042,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,08/12/2017,08/12/2017,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,Indeterminada por autólise,-,Autólise avançada,não enviado - ok,não enviado - ok,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,73945,4304042,,,,Norte,NA,"Rua Antonieta Del Picchia, 246 - Jardim Ibiratiba - CEP: 02359-010 - São Paulo - SP",,"-23,448098","-46,6199025",,desconhecida,08/12/2017,08/12/2017,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,Indeterminada por autólise,-,Autólise avançada,não enviado - ok,não enviado - ok,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,73946,4304043,,,,Mairipora,NA,"P.E. da Cantareira - Núcleo Águas Claras - Av. Senador José Erminio de Morais, s/n - CEP: 02357-000 - Mairiporã - SP",,"-23,4214045","-46,6215058",,desconhecida,08/12/2017,08/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP errado Parque Estadual Cantareira - Núcleo Águas Claras - Av. Sen. José Ermírio de Moraes, s/n - Sítio Barrocada, Mairiporã - SP, 07600-000, Brasil",,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, viral, febre amarela",-,"Edema pulmonar, hidropericárdio, icterícia, palidez de miocárdio e rins",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,73947,4304044,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,08/12/2017,08/12/2017,,NEGATIVO,Negativo,Negativo (fígado),,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Marcello Schiavo Nardi,"Traumatismo, indeterminado",X,Trauma craniano e amputação de mão esquerda,sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2682,,73987,4304046,2194536K,,,Norte,NA,"Rua Gervasio Leite Rebelo, 1073 - Jardim Peri Alto - CEP: 02675-050 - São Paulo - SP",,"-23,4533649","-46,6709301",,desconhecida,11/12/2017,11/12/2017,,POSITIVO,Positivo,Positivo,14,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, esplenomegalia, edema pulmonar intenso, ascite e efusão pericárdica",sim,sim,sim,sim,Sequenced,Sequenced,BC07,YFV_Lib02Rep_20220516,78729,2838.26,10225,10218,89.336,Sequenced,6,"40,8",BC06,YFV_metagenomics_2,"522,481",565,"68,992",13.205,"3,126.91",95.4,10847,10847,99.889,99.889,-,JF912190.1
104,2708,,73988,4304047,2194538I,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,11/12/2017,11/12/2017,,POSITIVO,Positivo,Positivo,10,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hemoperitônio, coágulos livres em cavidade abdominal, hepatopatia e nefropatia",sim,sim,sim,sim,Sequenced,Sequenced,BC09,YFV_horto,30504,1401.84,10218,10214,85.9563,Sequenced,9,48,BC09,YFV_metagenomics_2,"330,242",558,"75,341",22.814,"3,240.89",95.4,10847,10847,99.889,99.889,-,JF912190.1
105,,,73979,4304049,,,,Norte,NA,"Rua Artur Sievers, 370 - Jardim Ibiratiba- CEP: 02359-000 - - São Paulo - SP",,"-23,4480666","-46,6185899",,desconhecida,11/12/2017,11/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Marcello Schiavo Nardi,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, hidropericárdio",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
